"anio","mes","programa_nivel_beneficio","beneficio_percibido_pesos_constantes"
"2005","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","344056.47"
"2005","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","344056.47"
"2005","10","Prestaciones previsionales por moratoria previsional con bonos","344056.47"
"2005","10","Prestaciones previsionales por moratoria previsional sin bonos","344056.47"
"2005","10","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","344056.47"
"2005","10","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","344056.47"
"2005","10","ProHuerta",
"2005","10","Programa de empleo comunitario",
"2005","10","Trabajo autogestionado",
"2005","10","Monotributo social",
"2005","10","Programa de recuperación productiva 1",
"2005","10","Jefes de hogar",
"2005","11","Pensiones no contributivas por invalidez con bonos","237959.43"
"2005","11","Pensiones no contributivas por invalidez sin bonos","237959.43"
"2005","11","Pensiones no contributivas por vejez con bonos","237959.43"
"2005","11","Pensiones no contributivas por vejez sin bonos","237959.43"
"2005","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","339942.04"
"2005","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","339942.04"
"2005","11","Prestaciones previsionales por moratoria previsional con bonos","339942.04"
"2005","11","Prestaciones previsionales por moratoria previsional sin bonos","339942.04"
"2005","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","339942.04"
"2005","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","339942.04"
"2005","11","ProHuerta",
"2005","11","Programa de empleo comunitario",
"2005","11","Trabajo autogestionado",
"2005","11","Monotributo social",
"2005","11","Programa de recuperación productiva 1",
"2005","11","Jefes de hogar",
"2005","12","Pensiones no contributivas por invalidez con bonos","353011.66"
"2005","12","Pensiones no contributivas por invalidez sin bonos","353011.66"
"2005","12","Pensiones no contributivas por vejez con bonos","353011.66"
"2005","12","Pensiones no contributivas por vejez sin bonos","353011.66"
"2005","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","504302.37"
"2005","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","504302.37"
"2005","12","Prestaciones previsionales por moratoria previsional con bonos","504302.37"
"2005","12","Prestaciones previsionales por moratoria previsional sin bonos","504302.37"
"2005","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","336201.58"
"2005","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","336201.58"
"2005","12","ProHuerta",
"2005","12","Programa de empleo comunitario",
"2005","12","Trabajo autogestionado",
"2005","12","Monotributo social",
"2005","12","Programa de recuperación productiva 1",
"2005","12","Jefes de hogar",
"2006","1","Pensiones no contributivas por invalidez con bonos","232374.05"
"2006","1","Pensiones no contributivas por invalidez sin bonos","232374.05"
"2006","1","Pensiones no contributivas por vejez con bonos","232374.05"
"2006","1","Pensiones no contributivas por vejez sin bonos","232374.05"
"2006","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","331962.93"
"2006","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","331962.93"
"2006","1","Prestaciones previsionales por moratoria previsional con bonos","331962.93"
"2006","1","Prestaciones previsionales por moratoria previsional sin bonos","331962.93"
"2006","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","331962.93"
"2006","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","331962.93"
"2006","1","ProHuerta",
"2006","1","Programa de empleo comunitario",
"2006","1","Trabajo autogestionado",
"2006","1","Monotributo social",
"2006","1","Programa de inserción laboral",
"2006","1","Programa de recuperación productiva 1",
"2006","1","Jefes de hogar",
"2006","2","Pensiones no contributivas por invalidez con bonos","231459.61"
"2006","2","Pensiones no contributivas por invalidez sin bonos","231459.61"
"2006","2","Pensiones no contributivas por vejez con bonos","231459.61"
"2006","2","Pensiones no contributivas por vejez sin bonos","231459.61"
"2006","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","330656.59"
"2006","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","330656.59"
"2006","2","Prestaciones previsionales por moratoria previsional con bonos","330656.59"
"2006","2","Prestaciones previsionales por moratoria previsional sin bonos","330656.59"
"2006","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","330656.59"
"2006","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","330656.59"
"2006","2","ProHuerta",
"2006","2","Programa de empleo comunitario",
"2006","2","Trabajo autogestionado",
"2006","2","Monotributo social",
"2006","2","Programa de inserción laboral",
"2006","2","Programa de recuperación productiva 1",
"2006","2","Jefes de hogar",
"2006","3","Pensiones no contributivas por invalidez con bonos","228706.66"
"2006","3","Pensiones no contributivas por invalidez sin bonos","228706.66"
"2006","3","Pensiones no contributivas por vejez con bonos","228706.66"
"2006","3","Pensiones no contributivas por vejez sin bonos","228706.66"
"2006","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","326723.8"
"2006","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","326723.8"
"2006","3","Prestaciones previsionales por moratoria previsional con bonos","326723.8"
"2006","3","Prestaciones previsionales por moratoria previsional sin bonos","326723.8"
"2006","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","326723.8"
"2006","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","326723.8"
"2006","3","ProHuerta",
"2006","3","Programa de empleo comunitario",
"2006","3","Trabajo autogestionado",
"2006","3","Monotributo social",
"2006","3","Programa de inserción laboral",
"2006","3","Programa de recuperación productiva 1",
"2006","3","Jefes de hogar",
"2006","4","Pensiones no contributivas por invalidez con bonos","226504.82"
"2006","4","Pensiones no contributivas por invalidez sin bonos","226504.82"
"2006","4","Pensiones no contributivas por vejez con bonos","226504.82"
"2006","4","Pensiones no contributivas por vejez sin bonos","226504.82"
"2006","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","323578.31"
"2006","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","323578.31"
"2006","4","Prestaciones previsionales por moratoria previsional con bonos","323578.31"
"2006","4","Prestaciones previsionales por moratoria previsional sin bonos","323578.31"
"2006","4","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","323578.31"
"2006","4","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","323578.31"
"2006","4","ProHuerta",
"2006","4","Programa de empleo comunitario",
"2006","4","Trabajo autogestionado",
"2006","4","Monotributo social",
"2006","4","Programa de inserción laboral",
"2006","4","Programa de recuperación productiva 1",
"2006","4","Jefes de hogar",
"2006","5","Pensiones no contributivas por invalidez con bonos","225445.13"
"2006","5","Pensiones no contributivas por invalidez sin bonos","225445.13"
"2006","5","Pensiones no contributivas por vejez con bonos","225445.13"
"2006","5","Pensiones no contributivas por vejez sin bonos","225445.13"
"2006","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","322064.48"
"2006","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","322064.48"
"2006","5","Prestaciones previsionales por moratoria previsional con bonos","322064.48"
"2006","5","Prestaciones previsionales por moratoria previsional sin bonos","322064.48"
"2006","5","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","322064.48"
"2006","5","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","322064.48"
"2006","5","ProHuerta",
"2006","5","Programa de empleo comunitario",
"2006","5","Trabajo autogestionado",
"2006","5","Monotributo social",
"2006","5","Seguro de capacitación y empleo","207041.45"
"2006","5","Programa de inserción laboral",
"2006","5","Programa de recuperación productiva 1",
"2006","5","Jefes de hogar",
"2006","6","Pensiones no contributivas por invalidez con bonos","451920.22"
"2006","6","Pensiones no contributivas por invalidez sin bonos","451920.22"
"2006","6","Pensiones no contributivas por vejez con bonos","451920.22"
"2006","6","Pensiones no contributivas por vejez sin bonos","451920.22"
"2006","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","645600.31"
"2006","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","645600.31"
"2006","6","Prestaciones previsionales por moratoria previsional con bonos","645600.31"
"2006","6","Prestaciones previsionales por moratoria previsional sin bonos","645600.31"
"2006","6","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","430400.2"
"2006","6","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","430400.2"
"2006","6","ProHuerta",
"2006","6","Programa de empleo comunitario",
"2006","6","Trabajo autogestionado",
"2006","6","Monotributo social",
"2006","6","Seguro de capacitación y empleo","206042.65"
"2006","6","Programa de inserción laboral",
"2006","6","Programa de recuperación productiva 1",
"2006","6","Jefes de hogar",
"2006","7","Pensiones no contributivas por invalidez con bonos","299432.52"
"2006","7","Pensiones no contributivas por invalidez sin bonos","299432.52"
"2006","7","Pensiones no contributivas por vejez con bonos","299432.52"
"2006","7","Pensiones no contributivas por vejez sin bonos","299432.52"
"2006","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","427760.74"
"2006","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","427760.74"
"2006","7","Prestaciones previsionales por moratoria previsional con bonos","427760.74"
"2006","7","Prestaciones previsionales por moratoria previsional sin bonos","427760.74"
"2006","7","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","427760.74"
"2006","7","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","427760.74"
"2006","7","ProHuerta",
"2006","7","Programa de empleo comunitario",
"2006","7","Trabajo autogestionado",
"2006","7","Monotributo social",
"2006","7","Seguro de capacitación y empleo","204779.08"
"2006","7","Programa de inserción laboral",
"2006","7","Programa de recuperación productiva 1",
"2006","7","Jefes de hogar",
"2006","8","Pensiones no contributivas por invalidez con bonos","297755.91"
"2006","8","Pensiones no contributivas por invalidez sin bonos","297755.91"
"2006","8","Pensiones no contributivas por vejez con bonos","297755.91"
"2006","8","Pensiones no contributivas por vejez sin bonos","297755.91"
"2006","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","425365.59"
"2006","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","425365.59"
"2006","8","Prestaciones previsionales por moratoria previsional con bonos","425365.59"
"2006","8","Prestaciones previsionales por moratoria previsional sin bonos","425365.59"
"2006","8","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","425365.59"
"2006","8","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","425365.59"
"2006","8","ProHuerta",
"2006","8","Programa de empleo comunitario",
"2006","8","Trabajo autogestionado",
"2006","8","Monotributo social",
"2006","8","Seguro de capacitación y empleo","203632.46"
"2006","8","Programa de inserción laboral",
"2006","8","Programa de recuperación productiva 1",
"2006","8","Jefes de hogar",
"2006","9","Pensiones no contributivas por invalidez con bonos","295105.56"
"2006","9","Pensiones no contributivas por invalidez sin bonos","295105.56"
"2006","9","Pensiones no contributivas por vejez con bonos","295105.56"
"2006","9","Pensiones no contributivas por vejez sin bonos","295105.56"
"2006","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","421579.37"
"2006","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","421579.37"
"2006","9","Prestaciones previsionales por moratoria previsional con bonos","421579.37"
"2006","9","Prestaciones previsionales por moratoria previsional sin bonos","421579.37"
"2006","9","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","421579.37"
"2006","9","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","421579.37"
"2006","9","ProHuerta",
"2006","9","Programa de empleo comunitario",
"2006","9","Trabajo autogestionado",
