"anio","mes","partida_ejecucion_mensual","ejecucion_mensual_millones_pesos_corrientes"
"2004","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","22.7965994666667"
"2004","11","Políticas alimentarias","1.93995605"
"2004","11","Abordaje territorial","1.13625116"
"2004","11","Economía social","5.11389461"
"2004","11","Asistencia a la actividad cooperativa y mutual","0.13"
"2004","11","Programa social agropecuario","3.849701"
"2004","11","Monotributo social","0"
"2004","11","Programa de empleo comunitario","32.06992"
"2004","11","Acciones de empleo","-2.03044000000001"
"2004","11","Acciones de capacitación laboral","0.8833511"
"2004","11","Inclusión social","18.15624997"
"2004","11","Jefes de hogar","242.54824"
"2004","12","Pensiones no contributivas por invalidez sin bonos","36.97768536"
"2004","12","Pensiones no contributivas por invalidez con bonos","59.23288536"
"2004","12","Pensiones no contributivas por vejez sin bonos","16.6508958"
"2004","12","Pensiones no contributivas por vejez con bonos","26.7154958"
"2004","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","37.1262892"
"2004","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","53.0192892"
"2004","12","Políticas alimentarias","0.29045133"
"2004","12","Abordaje territorial","1.56497253"
"2004","12","Economía social","13.31714197"
"2004","12","Asistencia a la actividad cooperativa y mutual","9.796787"
"2004","12","Programa social agropecuario","7.76547513"
"2004","12","Monotributo social","0"
"2004","12","Programa de empleo comunitario","49.90082"
"2004","12","Acciones de empleo","-49.90082"
"2004","12","Acciones de capacitación laboral","7.1297975"
"2004","12","Inclusión social","89.37603679"
"2004","12","Jefes de hogar","409.14387366"
"2005","1","Pensiones no contributivas por invalidez sin bonos","24.85535976"
"2005","1","Pensiones no contributivas por invalidez con bonos","24.85535976"
"2005","1","Pensiones no contributivas por vejez sin bonos","15.62181544"
"2005","1","Pensiones no contributivas por vejez con bonos","15.62181544"
"2005","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","25.0257905333333"
"2005","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","25.0257905333333"
"2005","1","Políticas alimentarias","0.1789789"
"2005","1","Abordaje territorial","1.0949972"
"2005","1","Economía social","0.0629817"
"2005","1","Asistencia a la actividad cooperativa y mutual","0"
"2005","1","Programa social agropecuario","0"
"2005","1","Monotributo social","0"
"2005","1","Programa de empleo comunitario","32.35577"
"2005","1","Acciones de empleo","1.34702"
"2005","1","Acciones de capacitación laboral","0"
"2005","1","Inclusión social","0"
"2005","1","Jefes de hogar","179.966443"
"2005","2","Pensiones no contributivas por invalidez sin bonos","25.35835456"
"2005","2","Pensiones no contributivas por invalidez con bonos","25.35835456"
"2005","2","Pensiones no contributivas por vejez sin bonos","15.62181544"
"2005","2","Pensiones no contributivas por vejez con bonos","15.62181544"
"2005","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","25.2965225333333"
"2005","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","25.2965225333333"
"2005","2","Políticas alimentarias","22.66000165"
"2005","2","Abordaje territorial","1.27983529"
"2005","2","Economía social","5.97614867"
"2005","2","Asistencia a la actividad cooperativa y mutual","0"
"2005","2","Programa social agropecuario","1.789201"
"2005","2","Monotributo social","0"
"2005","2","Programa de empleo comunitario","32.57162"
"2005","2","Acciones de empleo","1.5276"
"2005","2","Acciones de capacitación laboral","0.21686706"
"2005","2","Inclusión social","28.72345876"
"2005","2","Jefes de hogar","310.151957"
"2005","3","Pensiones no contributivas por invalidez sin bonos","25.778214"
"2005","3","Pensiones no contributivas por invalidez con bonos","25.778214"
"2005","3","Pensiones no contributivas por vejez sin bonos","15.62181544"
"2005","3","Pensiones no contributivas por vejez con bonos","15.62181544"
"2005","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","25.5669465333333"
"2005","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","25.5669465333333"
"2005","3","Políticas alimentarias","5.59135351"
"2005","3","Abordaje territorial","2.37272477"
"2005","3","Economía social","2.91150763"
"2005","3","Asistencia a la actividad cooperativa y mutual","0.55801"
"2005","3","Programa social agropecuario","6.342546"
"2005","3","Monotributo social","0"
"2005","3","Programa de empleo comunitario","33.48242"
"2005","3","Acciones de empleo","1.49834"
"2005","3","Acciones de capacitación laboral","1.80136275"
"2005","3","Inclusión social","24.36957629"
"2005","3","Jefes de hogar","243.13081747"
"2005","4","Pensiones no contributivas por invalidez sin bonos","26.13813664"
"2005","4","Pensiones no contributivas por invalidez con bonos","26.13813664"
"2005","4","Pensiones no contributivas por vejez sin bonos","15.62181544"
"2005","4","Pensiones no contributivas por vejez con bonos","15.62181544"
"2005","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","25.7652985333333"
"2005","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","25.7652985333333"
"2005","4","Políticas alimentarias","1.88924292"
"2005","4","Abordaje territorial","2.32365787"
"2005","4","Economía social","1.44499419"
"2005","4","Asistencia a la actividad cooperativa y mutual","0.009"
"2005","4","Programa social agropecuario","0"
"2005","4","Monotributo social","0"
"2005","4","Programa de empleo comunitario","32.99867"
"2005","4","Acciones de empleo","0.101030000000009"
"2005","4","Acciones de capacitación laboral","0.0077946"
"2005","4","Inclusión social","9.40943336"
"2005","4","Jefes de hogar","241.10288"
"2005","5","Pensiones no contributivas por invalidez sin bonos","26.55510704"
"2005","5","Pensiones no contributivas por invalidez con bonos","26.55510704"
"2005","5","Pensiones no contributivas por vejez sin bonos","15.62181544"
"2005","5","Pensiones no contributivas por vejez con bonos","15.62181544"
"2005","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","26.1770945333333"
"2005","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","26.1770945333333"
"2005","5","Políticas alimentarias","5.26952595"
"2005","5","Abordaje territorial","2.9850886"
"2005","5","Economía social","2.21508352"
"2005","5","Asistencia a la actividad cooperativa y mutual","-0.36238"
"2005","5","Programa social agropecuario","1.796483"
"2005","5","Monotributo social","0"
"2005","5","Programa de empleo comunitario","33.82457"
"2005","5","Acciones de empleo","0.406030000000001"
"2005","5","Acciones de capacitación laboral","1.0661865"
"2005","5","Inclusión social","23.33537736"
"2005","5","Jefes de hogar","238.72255"
"2005","6","Pensiones no contributivas por invalidez sin bonos","40.11983976"
"2005","6","Pensiones no contributivas por invalidez con bonos","40.11983976"
"2005","6","Pensiones no contributivas por vejez sin bonos","23.43272316"
"2005","6","Pensiones no contributivas por vejez con bonos","23.43272316"
"2005","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","39.5530058"
"2005","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","39.5530058"
"2005","6","Políticas alimentarias","5.31904834"
"2005","6","Abordaje territorial","2.57652108"
"2005","6","Economía social","3.44353767"
"2005","6","Asistencia a la actividad cooperativa y mutual","0"
"2005","6","Programa social agropecuario","3.242873"
"2005","6","Monotributo social","0"
"2005","6","Programa de empleo comunitario","34.537705"
"2005","6","Acciones de empleo","0.629495000000006"
"2005","6","Acciones de capacitación laboral","2.92293504"
"2005","6","Inclusión social","27.09393711"
"2005","6","Jefes de hogar","236.897345"
"2005","7","Pensiones no contributivas por invalidez sin bonos","30.419543"
"2005","7","Pensiones no contributivas por invalidez con bonos","30.419543"
"2005","7","Pensiones no contributivas por vejez sin bonos","17.752063"
"2005","7","Pensiones no contributivas por vejez con bonos","17.752063"
"2005","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","30.0343983333333"
"2005","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","30.0343983333333"
"2005","7","Políticas alimentarias","0.30314717"
"2005","7","Abordaje territorial","2.2147422"
"2005","7","Economía social","3.32815415"
"2005","7","Asistencia a la actividad cooperativa y mutual","-0.00007883"
"2005","7","Programa social agropecuario","0"
"2005","7","Monotributo social","0"
"2005","7","Programa de empleo comunitario","34.571523"
"2005","7","Acciones de empleo","-0.696873000000011"
"2005","7","Acciones de capacitación laboral","0"
"2005","7","Inclusión social","4.95984357"
"2005","7","Jefes de hogar","233.1614734"
"2005","8","Pensiones no contributivas por invalidez sin bonos","30.448796"
"2005","8","Pensiones no contributivas por invalidez con bonos","30.448796"
"2005","8","Pensiones no contributivas por vejez sin bonos","17.752063"
"2005","8","Pensiones no contributivas por vejez con bonos","17.752063"
"2005","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","30.1491983333333"
"2005","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","30.1491983333333"
"2005","8","Políticas alimentarias","2.93161678"
"2005","8","Abordaje territorial","2.70218873"
"2005","8","Economía social","3.9466393"
"2005","8","Asistencia a la actividad cooperativa y mutual","0"
"2005","8","Programa social agropecuario","12.671361"
"2005","8","Monotributo social","0"
"2005","8","Programa de empleo comunitario","34.677198"
"2005","8","Acciones de empleo","-0.64688799999999"
"2005","8","Acciones de capacitación laboral","0"
"2005","8","Inclusión social","10.48857445"
"2005","8","Jefes de hogar","231.63313"
"2005","9","Pensiones no contributivas por invalidez sin bonos","30.823401"
"2005","9","Pensiones no contributivas por invalidez con bonos","30.823401"
"2005","9","Pensiones no contributivas por vejez sin bonos","17.752063"
"2005","9","Pensiones no contributivas por vejez con bonos","17.752063"
"2005","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","30.2776483333333"
"2005","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","30.2776483333333"
"2005","9","Políticas alimentarias","5.39173751"
"2005","9","Abordaje territorial","2.58812593"
"2005","9","Economía social","6.10729713"
"2005","9","Asistencia a la actividad cooperativa y mutual","1.187201"
"2005","9","Programa social agropecuario","4.45"
"2005","9","Monotributo social","0"
"2005","9","Programa de empleo comunitario","35.012598"
"2005","9","Acciones de empleo","-7.13855432"
"2005","9","Acciones de capacitación laboral","3.28482231"
"2005","9","Inclusión social","54.32250852"
"2005","9","Jefes de hogar","252.9063779"
"2005","10","Pensiones no contributivas por invalidez sin bonos","31.151309"
"2005","10","Pensiones no contributivas por invalidez con bonos","31.151309"
"2005","10","Pensiones no contributivas por vejez sin bonos","17.752063"
"2005","10","Pensiones no contributivas por vejez con bonos","17.752063"
"2005","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","30.6843483333333"
"2005","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","30.6843483333333"
"2005","10","Políticas alimentarias","0.07386306"
"2005","10","Abordaje territorial","5.02697633"
"2005","10","Economía social","2.39796586"
"2005","10","Asistencia a la actividad cooperativa y mutual","0.879"
"2005","10","Programa social agropecuario","2.391077"
"2005","10","Monotributo social","0"
"2005","10","Programa de empleo comunitario","37.34488"
"2005","10","Acciones de empleo","2.44671676999999"
"2005","10","Acciones de capacitación laboral","0.71501536"
"2005","10","Inclusión social","9.69789852"
"2005","10","Jefes de hogar","228.53815323"
"2005","11","Pensiones no contributivas por invalidez sin bonos","31.876411"
"2005","11","Pensiones no contributivas por invalidez con bonos","31.876411"
"2005","11","Pensiones no contributivas por vejez sin bonos","17.752063"
"2005","11","Pensiones no contributivas por vejez con bonos","17.752063"
"2005","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","31.3741983333333"
"2005","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","31.3741983333333"
"2005","11","Políticas alimentarias","3.16843121"
"2005","11","Abordaje territorial","3.42020308"
"2005","11","Economía social","0.87757508"
"2005","11","Asistencia a la actividad cooperativa y mutual","0"
"2005","11","Programa social agropecuario","0"
"2005","11","Monotributo social","0"
"2005","11","Programa de empleo comunitario","36.5310555"
"2005","11","Acciones de empleo","-37.705061"
"2005","11","Acciones de capacitación laboral","1.16574194"
"2005","11","Inclusión social","12.25388963"
"2005","11","Jefes de hogar","26.962664"
"2005","12","Pensiones no contributivas por invalidez sin bonos","48.89661"
"2005","12","Pensiones no contributivas por invalidez con bonos","48.89661"
"2005","12","Pensiones no contributivas por vejez sin bonos","26.6280945"
"2005","12","Pensiones no contributivas por vejez con bonos","26.6280945"
"2005","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","47.9165225"
"2005","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","47.9165225"
