"anio","mes","programa_nivel_beneficio","beneficio_percibido_pesos_corrientes"
"2005","12","Pensiones no contributivas por invalidez sin bonos","367.5"
"2005","12","Pensiones no contributivas por vejez con bonos","367.5"
"2005","12","Pensiones no contributivas por vejez sin bonos","367.5"
"2005","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","525"
"2005","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","525"
"2005","12","Prestaciones previsionales por moratoria previsional con bonos","525"
"2005","12","Prestaciones previsionales por moratoria previsional sin bonos","525"
"2005","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","3500"
"2005","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","3500"
"2005","12","ProHuerta",
"2005","12","Programa de empleo comunitario",
"2005","12","Trabajo autogestionado",
"2005","12","Monotributo social",
"2005","12","Programa de recuperación productiva 1",
"2005","12","Jefes de hogar",
"2006","1","Pensiones no contributivas por invalidez con bonos","245"
"2006","1","Pensiones no contributivas por invalidez sin bonos","245"
"2006","1","Pensiones no contributivas por vejez con bonos","245"
"2006","1","Pensiones no contributivas por vejez sin bonos","245"
"2006","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","350"
"2006","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","350"
"2006","1","Prestaciones previsionales por moratoria previsional con bonos","350"
"2006","1","Prestaciones previsionales por moratoria previsional sin bonos","350"
"2006","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","3500"
"2006","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","3500"
"2006","1","ProHuerta",
"2006","1","Programa de empleo comunitario",
"2006","1","Trabajo autogestionado",
"2006","1","Monotributo social",
"2006","1","Programa de inserción laboral",
"2006","1","Programa de recuperación productiva 1",
"2006","1","Jefes de hogar",
"2006","2","Pensiones no contributivas por invalidez con bonos","245"
"2006","2","Pensiones no contributivas por invalidez sin bonos","245"
"2006","2","Pensiones no contributivas por vejez con bonos","245"
"2006","2","Pensiones no contributivas por vejez sin bonos","245"
"2006","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","350"
"2006","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","350"
"2006","2","Prestaciones previsionales por moratoria previsional con bonos","350"
"2006","2","Prestaciones previsionales por moratoria previsional sin bonos","350"
"2006","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","3500"
"2006","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","3500"
"2006","2","ProHuerta",
"2006","2","Programa de empleo comunitario",
"2006","2","Trabajo autogestionado",
"2006","2","Monotributo social",
"2006","2","Programa de inserción laboral",
"2006","2","Programa de recuperación productiva 1",
"2006","2","Jefes de hogar",
"2006","3","Pensiones no contributivas por invalidez con bonos","245"
"2006","3","Pensiones no contributivas por invalidez sin bonos","245"
"2006","3","Pensiones no contributivas por vejez con bonos","245"
"2006","3","Pensiones no contributivas por vejez sin bonos","245"
"2006","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","350"
"2006","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","350"
"2006","3","Prestaciones previsionales por moratoria previsional con bonos","350"
"2006","3","Prestaciones previsionales por moratoria previsional sin bonos","350"
"2006","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","3500"
"2006","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","3500"
"2006","3","ProHuerta",
"2006","3","Programa de empleo comunitario",
"2006","3","Trabajo autogestionado",
"2006","3","Monotributo social",
"2006","3","Programa de inserción laboral",
"2006","3","Programa de recuperación productiva 1",
"2006","3","Jefes de hogar",
"2006","4","Pensiones no contributivas por invalidez con bonos","245"
"2006","4","Pensiones no contributivas por invalidez sin bonos","245"
"2006","4","Pensiones no contributivas por vejez con bonos","245"
"2006","4","Pensiones no contributivas por vejez sin bonos","245"
"2006","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","350"
"2006","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","350"
"2006","4","Prestaciones previsionales por moratoria previsional con bonos","350"
"2006","4","Prestaciones previsionales por moratoria previsional sin bonos","350"
"2006","4","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","3500"
"2006","4","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","3500"
"2006","4","ProHuerta",
"2006","4","Programa de empleo comunitario",
"2006","4","Trabajo autogestionado",
"2006","4","Monotributo social",
"2006","4","Programa de inserción laboral",
"2006","4","Programa de recuperación productiva 1",
"2006","4","Jefes de hogar",
"2006","5","Pensiones no contributivas por invalidez con bonos","245"
"2006","5","Pensiones no contributivas por invalidez sin bonos","245"
"2006","5","Pensiones no contributivas por vejez con bonos","245"
"2006","5","Pensiones no contributivas por vejez sin bonos","245"
"2006","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","350"
"2006","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","350"
"2006","5","Prestaciones previsionales por moratoria previsional con bonos","350"
"2006","5","Prestaciones previsionales por moratoria previsional sin bonos","350"
"2006","5","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","3500"
"2006","5","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","3500"
"2006","5","ProHuerta",
"2006","5","Programa de empleo comunitario",
"2006","5","Trabajo autogestionado",
"2006","5","Monotributo social",
"2006","5","Seguro de capacitación y empleo","225"
"2006","5","Programa de inserción laboral",
"2006","5","Programa de recuperación productiva 1",
"2006","5","Jefes de hogar",
"2006","6","Pensiones no contributivas por invalidez con bonos","493.5"
"2006","6","Pensiones no contributivas por invalidez sin bonos","493.5"
"2006","6","Pensiones no contributivas por vejez con bonos","493.5"
"2006","6","Pensiones no contributivas por vejez sin bonos","493.5"
"2006","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","705"
"2006","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","705"
"2006","6","Prestaciones previsionales por moratoria previsional con bonos","705"
"2006","6","Prestaciones previsionales por moratoria previsional sin bonos","705"
"2006","6","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","4700"
"2006","6","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","4700"
"2006","6","ProHuerta",
"2006","6","Programa de empleo comunitario",
"2006","6","Trabajo autogestionado",
"2006","6","Monotributo social",
"2006","6","Seguro de capacitación y empleo","225"
"2006","6","Programa de inserción laboral",
"2006","6","Programa de recuperación productiva 1",
"2006","6","Jefes de hogar",
"2006","7","Pensiones no contributivas por invalidez con bonos","329"
"2006","7","Pensiones no contributivas por invalidez sin bonos","329"
"2006","7","Pensiones no contributivas por vejez con bonos","329"
"2006","7","Pensiones no contributivas por vejez sin bonos","329"
"2006","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","470"
"2006","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","470"
"2006","7","Prestaciones previsionales por moratoria previsional con bonos","470"
"2006","7","Prestaciones previsionales por moratoria previsional sin bonos","470"
"2006","7","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","4700"
"2006","7","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","4700"
"2006","7","ProHuerta",
"2006","7","Programa de empleo comunitario",
"2006","7","Trabajo autogestionado",
"2006","7","Monotributo social",
"2006","7","Seguro de capacitación y empleo","225"
"2006","7","Programa de inserción laboral",
"2006","7","Programa de recuperación productiva 1",
"2006","7","Jefes de hogar",
"2006","8","Pensiones no contributivas por invalidez con bonos","329"
"2006","8","Pensiones no contributivas por invalidez sin bonos","329"
"2006","8","Pensiones no contributivas por vejez con bonos","329"
"2006","8","Pensiones no contributivas por vejez sin bonos","329"
"2006","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","470"
"2006","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","470"
"2006","8","Prestaciones previsionales por moratoria previsional con bonos","470"
"2006","8","Prestaciones previsionales por moratoria previsional sin bonos","470"
"2006","8","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","4700"
"2006","8","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","4700"
"2006","8","ProHuerta",
"2006","8","Programa de empleo comunitario",
"2006","8","Trabajo autogestionado",
"2006","8","Monotributo social",
"2006","8","Seguro de capacitación y empleo","225"
"2006","8","Programa de inserción laboral",
"2006","8","Programa de recuperación productiva 1",
"2006","8","Jefes de hogar",
"2006","9","Pensiones no contributivas por invalidez con bonos","329"
"2006","9","Pensiones no contributivas por invalidez sin bonos","329"
"2006","9","Pensiones no contributivas por vejez con bonos","329"
"2006","9","Pensiones no contributivas por vejez sin bonos","329"
"2006","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","470"
"2006","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","470"
"2006","9","Prestaciones previsionales por moratoria previsional con bonos","470"
"2006","9","Prestaciones previsionales por moratoria previsional sin bonos","470"
"2006","9","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","4700"
"2006","9","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","4700"
"2006","9","ProHuerta",
"2006","9","Programa de empleo comunitario",
"2006","9","Trabajo autogestionado",
"2006","9","Monotributo social",
"2006","9","Seguro de capacitación y empleo","225"
"2006","9","Programa de inserción laboral",
"2006","9","Programa de recuperación productiva 1",
"2006","9","Jefes de hogar",
"2006","10","Pensiones no contributivas por invalidez con bonos","329"
"2006","10","Pensiones no contributivas por invalidez sin bonos","329"
"2006","10","Pensiones no contributivas por vejez con bonos","329"
"2006","10","Pensiones no contributivas por vejez sin bonos","329"
"2006","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","470"
"2006","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","470"
"2006","10","Prestaciones previsionales por moratoria previsional con bonos","470"
"2006","10","Prestaciones previsionales por moratoria previsional sin bonos","470"
"2006","10","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","4700"
"2006","10","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","4700"
"2006","10","ProHuerta",
"2006","10","Programa de empleo comunitario",
"2006","10","Trabajo autogestionado",
"2006","10","Monotributo social",
"2006","10","Seguro de capacitación y empleo","225"
"2006","10","Programa de inserción laboral",
"2006","10","Programa de recuperación productiva 1",
"2006","10","Jefes de hogar",
"2006","11","Pensiones no contributivas por invalidez con bonos","329"
"2006","11","Pensiones no contributivas por invalidez sin bonos","329"
"2006","11","Pensiones no contributivas por vejez con bonos","329"
"2006","11","Pensiones no contributivas por vejez sin bonos","329"
"2006","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","470"
"2006","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","470"
"2006","11","Prestaciones previsionales por moratoria previsional con bonos","470"
"2006","11","Prestaciones previsionales por moratoria previsional sin bonos","470"
"2006","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","4700"
"2006","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","4700"
"2006","11","ProHuerta",
"2006","11","Programa de empleo comunitario",
"2006","11","Trabajo autogestionado",
"2006","11","Monotributo social",
"2006","11","Seguro de capacitación y empleo","225.08"
